Nome,Endereço,Latitude,Longitude,Categoria
Aikau Poke,"R. Curt Hering, 40 - Centro, Blumenau",-26.9218045,-49.06382379999999,restaurant
Seu Porco Blumenau,"R. Floriano Peixoto, 55 - Centro, Blumenau",-26.922113,-49.0634236,restaurant
Bradesco Prime - Agência 3483,"R. XV de Novembro, 626 - Centro, Blumenau",-26.9210667,-49.0630555,bank
FIESC - Vice Presidência Vale do Itajaí,"Rua Antônio Treis, 607 - Vorstadt, Blumenau",-26.9012659,-49.0378183,bank
Agibank - Loja Promil Blumenau XV de Novembro,"R. XV de Novembro, 895 - Centro, Blumenau",-26.9200164,-49.0652632,bank
Caixa Eletrônico - Caixa Econômica Federal,"Edifício Hering - R. XV de Novembro, 759 - Centro, Blumenau",-26.920979,-49.0642842,bank
HSBC Bank,"R. República Argentina, 563 - Ponta Aguda, Blumenau",-26.914331,-49.0605848,bank
Banco Safra - Ag. 0067 - Blumenau,"R. 7 de Setembro, 673 - Centro, Blumenau",-26.9230744,-49.0638004,bank
Restaurante e Confeitaria Blumenau,"R. Ângelo Dias, 57 - Centro, Blumenau",-26.9222875,-49.0625246,restaurant
FoodParkPonto7,"R. 7 de Setembro, 673 - Centro, Blumenau",-26.9231265,-49.0636457,restaurant
Vegecetera,"R. Ângelo Dias, 45 - Centro, Blumenau",-26.9222959,-49.0624125,restaurant
Sushi Yuzu,"R. Curt Hering, 33 - Centro, Blumenau",-26.9221114,-49.0637322,restaurant
Veiga Café e Restaurante,"R. Nereu Ramos, 75 - Centro, Blumenau",-26.9230453,-49.0614584,restaurant
Restaurante Chinês,"R. XV de Novembro, 340 - Centro, Blumenau",-26.9223565,-49.0604887,restaurant
Thapyoka Restaurante,"R. XV de Novembro, 160 - Centro, Blumenau",-26.9219672,-49.0592621,restaurant
Restaurante Empório Recanto do Sabor - Tempero Mineiro,"R. 7 de Setembro, 432 - Centro, Blumenau",-26.923355,-49.06157400000001,restaurant
Le Bistrô,"R. Gen. Osório, 748 - Velha, Blumenau",-26.9192451,-49.106461,restaurant
Restaurante Bola Branca,"R. Laguna, 68 - Velha, Blumenau",-26.919624,-49.0904789,restaurant
Do Sítio Restaurante,"R. João Pessoa, 1671 - Velha, Blumenau",-26.918989,-49.08971330000001,restaurant
NOSSA Cozinha e Bar,"R. João Pessoa, 1377 - Velha, Blumenau",-26.9183263,-49.0869563,restaurant
Restaurante Fazendinha,"R. João Pessoa, 1671 - Velha, Blumenau",-26.9189021,-49.0897563,restaurant
Roswell Grill Burger,"R. dos Caçadores, 1122 - Velha, Blumenau",-26.9189306,-49.11669759999999,restaurant
Don Degan Pizzaria,"R. dos Caçadores, 1500 - Velha, Blumenau",-26.9214318,-49.1164862,restaurant
Sandalho Blumenau,"R. João Pessoa, 1548 - Velha, Blumenau",-26.9183034,-49.0886456,restaurant
Botic Restaurant & Bar,"R. Petrópolis, 342 - Centro, Blumenau",-26.9184095,-49.07580610000001,restaurant
Oliv Restaurante,"R. 7 de Setembro, 1455 - Centro, Blumenau",-26.9183493,-49.0702557,restaurant
Outback Blumenau - Shopping Neumarkt,"R. 7 de Setembro, 1213 - Centro, Blumenau",-26.9206633,-49.0699272,restaurant
Camarão Express Neumarkt,"Shopping Neumarkt, R. 7 de Setembro, 1213 - Loja 32 - Centro, Blumenau",-26.920565,-49.069846,restaurant
Due Sapori Restaurante,"Shopping Neumarkt - R. 7 de Setembro, 1213 - Loja 35 - Centro, Blumenau",-26.9198526,-49.0692549,restaurant
Spedini - Neumarkt Blumenau,"R. 7 de Setembro, 1213 - Lj 34 - Centro, Blumenau",-26.9206633,-49.0699272,restaurant
MAILDE BISTRÔ,"R. Curt Hering, 298 - Centro, Blumenau",-26.9206778,-49.0659267,restaurant
Tunga Choperia,"R. XV de Novembro, 1020 - Centro, Blumenau",-26.9190011,-49.0659437,restaurant
Restaurante Kimiaki,"Edifício Hering - R. XV de Novembro, 759 - Centro, Blumenau",-26.9209858,-49.0641892,restaurant
O Porão Restaurante e Buffet,"R. XV de Novembro, 701 - Centro, Blumenau",-26.9211861,-49.0637575,restaurant
Restaurante Isalon,"R. Floriano Peixoto, 26 - Centro, Blumenau",-26.9216872,-49.0634581,restaurant
HA Refeições,"R. Bernardo Reiter, 2546 - Sala 02 - Passo Manso, Blumenau",-26.9164535,-49.1511027,restaurant
Tasty,"R. Gen. Osório, 1209 - Velha, Blumenau",-26.9163639,-49.1086138,restaurant
Buffalo's Grill,"R. Joaquim Nabuco, 45 - Velha, Blumenau",-26.9166069,-49.1078893,restaurant
Supermercado Com Tudo,"R. José Reuter, 2263 - Velha Central, Blumenau",-26.9376352,-49.1471672,supermarket
Mercado Judá,"R. Adele Jansen, 362 - Passo Manso, Blumenau",-26.9119649,-49.1466424,supermarket
SOUFIT Store LTDA,"R. Gen. Osório, 4584 - Salto Weissbach, Blumenau",-26.9009327,-49.1345402,store
Blew Store,"R. Luísa Inês Andrioli Vicentini, 80 - Passo Manso, Blumenau",-26.9095911,-49.1480853,store
Plana Store,"R. Bahia, 7440 - Sala 4 - Passo Manso, Blumenau",-26.8998316,-49.1431931,store
Baterias Moreira- Loja de Bateria de Carro em Blumenau,"R. Gen. Osório, 3795 - Água Verde, Blumenau",-26.9071938,-49.1300975,store
Baterias em Blumenau 24h,"R. Bahia, 5683 - Salto, Blumenau",-26.8938116,-49.13002119999999,store
MandaShop,"R. Água Branca, 1085 - Salto Weissbach, Blumenau",-26.9007733,-49.1266004,store
Point Drink Haus,"R. Bahia, 6111 - Salto Weissbach, Blumenau",-26.8959138,-49.1326403,store
Jonte Store,"R. Angelina, 194 - Água Verde, Blumenau",-26.9135269,-49.1356834,store
Tuppeware,R. Gen. Osório - Blumenau,-26.9072086,-49.1299035,store
The Paper Sense,"R. José Ramos - Salto Weissbach, Blumenau",-26.9025306,-49.12634480000001,store
IMPÉRIOMED,"R. Ernesto Schadrack, 105 - Água Verde, Blumenau",-26.9102369,-49.12976099999999,store
Amora Rosa,"R. Gen. Osório, 3336 - Velha, Blumenau",-26.908889,-49.1263631,store
Prazer Pleno Sex Shop,"Casa Verde De Dois Andares - R. Bernardo Reiter, 2604 - Passo Manso, Blumenau",-26.916121,-49.1517013,store
Moda Surf,"Rua Carlos Kuhlmann, 32 - Água Verde, Blumenau",-26.9119226,-49.1272919,store
Duda Bazar,"R. Guilherme Poerner, 1218 - Passo Manso, Blumenau",-26.9086151,-49.1432666,store
ninali,"R. Artur Oscár Kluge, 110 - Passo Manso, Blumenau",-26.9008851,-49.1513579,store
Chef do Yakisoba,"Na última casa atrás do Empório Frozen - R. Helmuth Metzger, 44 - Velha, Blumenau",-26.9195207,-49.0973365,restaurant
Oriental Temakeria,"R. dos Caçadores, 993 (Fundos - Velha, Blumenau",-26.9181756,-49.1157179,restaurant
Restaurante Gutes Essen,"R. Mal. Deodoro, 202 - Velha, Blumenau",-26.9170559,-49.0905266,restaurant
Restaurante Kimichina,"R. João Pessoa, 1382 - Velha, Blumenau",-26.91809,-49.0872225,restaurant
Risotolândia Food Services,"R. João Pessoa, 1261 - Velha, Blumenau",-26.9185771,-49.0856285,restaurant
Pizzaria La Montiny,"R. Jaraguá, 42 - Velha, Blumenau",-26.9183788,-49.0909004,restaurant
Frango no Potchê,"R. João Pessoa, 1552 - Velha, Blumenau",-26.9183065,-49.0886484,restaurant
Restaurante Salzblume,"R. 7 de Setembro, 1415 - Centro, Blumenau",-26.918819,-49.07006740000001,restaurant
Restaurante Sabor Especial,"R. Pres. Getúlio Vargas, 144 - Centro, Blumenau",-26.916744,-49.0690395,restaurant
Feng Cheng Restaurante - Comida Oriental,"R. 7 de Setembro, 1218 - Centro, Blumenau",-26.9198483,-49.0689329,restaurant
Restaurante dos Comerciários,"R. Pres. John Kenedy, 91 - Centro, Blumenau",-26.9188615,-49.0676737,restaurant
Nico Bier - CHOPP DELIVERY,"R. Humberto de Campos, 990 - Velha, Blumenau",-26.915723,-49.0890223,supermarket
Livrarias Catarinense Neumarkt Shopping,"R. 7 de Setembro, 1213 - Centro, Blumenau",-26.9202902,-49.069242,store
Villa Sul,"Parque Vila Germânica, R. Alberto Stein, 199 - Loja 03 - Velha, Blumenau",-26.9158015,-49.085251,store
Restaurante Moinho do Vale,"R. Porto Rico, 66 - Ponta Aguda, Blumenau",-26.9192632,-49.0604889,restaurant
Restaurante Immer Hoffen - Anexo à AABB,"R. Paraguay, 90 - Ponta Aguda, Blumenau",-26.9184468,-49.0605837,restaurant
DOG DOÍA LANCHES,"R. Johann Ohf, 1230 - Água Verde, Blumenau",-26.9159077,-49.134768,restaurant
Aime's Fast Food,"R. Mal. Deodoro, 397 - Velha, Blumenau",-26.9155645,-49.0916337,restaurant
Choperia e Restaurante Vila Germânica,"R. Alberto Stein, 215 - Velha, Blumenau",-26.9154422,-49.0844253,restaurant
Eisenbahn Bierhaus,"R. Alberto Stein, 199 - Setor 4 - Velha, Blumenau",-26.9169342,-49.0843451,restaurant
The Family's Burger & Pizza - Vila Germânica,"R. Alberto Stein, 5 - Velha, Blumenau",-26.9168952,-49.0833401,restaurant
Autonoma,"R. Alberto Stein, 48 - Velha, Blumenau",-26.9163757,-49.0834236,restaurant
Mini Market Silva,"R. Bahia, 4006 - Salto Weissbach, Blumenau",-26.8866476,-49.1177748,supermarket
Super Ferreira,"R. Bahia, 3036 - Salto, Blumenau",-26.8840811,-49.10956969999999,supermarket
Superiti Supermercado Digital - Unidade Blumenau/SC,"R. 25 de Agosto, 272 - Itoupava Norte, Blumenau",-26.8788188,-49.0834159,supermarket
Rede Nosso Ponto Supermercados - Administração,"R. Dois de Setembro, 3999 - Sala 102 - Itoupava Norte, Blumenau",-26.8785912,-49.08683540000001,supermarket
Mercado,"R. Dr. Fritz Müeller, 879 - Salto, Blumenau",-26.8867539,-49.1089141,supermarket
Minimercado Henkels,"R. Ervin Evaldo Henkels, 600 - Salto Norte, Blumenau",-26.8804775,-49.1173397,supermarket
Cooper Itoupava Norte,"R. Dois de Setembro, 3162 - Itoupava Norte, Blumenau",-26.885614,-49.0835693,supermarket
Brasil Store Shop,"R. Carlos Rischbieter, 1882 - Blumenau",-26.8978263,-49.0636106,store
Lua Clara | Store -Blumenau B.Fortaleza,"Próximo do Terminal Fortaleza, ao lado da Farmácia Sesi, R. Francisco Vahldieck, 955 - Fortaleza, Blumenau",-26.8787414,-49.0676656,store
Akell Store - Moda Feminina,"R. Francisco Vahldieck, 1381 - Fortaleza, Blumenau",-26.8754443,-49.06523490000001,store
47 STORE,"R. João Paulo I, 227 - Itoupava Norte, Blumenau",-26.8888622,-49.0665786,store
Conceitto Store,"R. Francisco Vahldieck, 777 - Fortaleza, Blumenau",-26.8806324,-49.0686664,store
Patinha Store,"R. 11 de Junho, 70 - Itoupava Norte, Blumenau",-26.8887843,-49.08175989999999,store
Vento Sul Store,"R. Admar Manoel dos Santos, 523 - Fortaleza, Blumenau",-26.8723866,-49.07431039999999,store
Friends Geek Store,"Shopping Park Europeu - Itoupava Norte, Blumenau",-26.8861856,-49.0687065,store
O libanês,"R. Poços de Caldas, 164 - Centro, Blumenau",-26.918044,-49.0776171,restaurant
Alemão Batata Choperia,"R. Alberto Stein, 199 - Velha, Blumenau",-26.9151349,-49.0848655,restaurant
Eisenbahn Biergarten,"R. Mariana Bronnemann, 230 - Velha, Blumenau",-26.9143594,-49.0837306,restaurant
Restaurante Blumenau,"R. Alberto Stein, 62 - Velha, Blumenau",-26.9162399,-49.0835046,restaurant
RESTAURANTE IBIS BUDGET,"R. Paulo Zimmermann, 142 - Centro, Blumenau",-26.9151553,-49.0715562,restaurant
Restaurante ryotei,"Petrópolis, Blumenau",-26.9165792,-49.0717331,restaurant
Restaurante & grill Per Tutti,"R. Dr. Amadeu da Luz, 40 - Centro, Blumenau",-26.9153242,-49.0699191,restaurant
Frantz Restaurante Steak & Beer,"R. Pres. Getúlio Vargas, 227 - Centro, Blumenau",-26.9165204,-49.0702973,restaurant
Eldorado Restaurante & Grill,"Av. Pres. Castelo Branco, 883 - Centro, Blumenau",-26.9176942,-49.0670424,restaurant
Restaurante O Estrangeiro,"Rua Uruguai, 422 - Ponta Aguda, Blumenau",-26.9159654,-49.0655456,restaurant
Restaurante Varanda da XV,"Em frente a Receita Federal - R. XV de Novembro, 1253 - Centro, Blumenau",-26.9176508,-49.06781549999999,restaurant
Restaurante Ô Querido,"Edifício Bremen Zenter - R. XV de Novembro, 1.357 - Centro, Blumenau",-26.9171745,-49.0680651,restaurant
Restaurante e Lanchonete Ponta Aguda,"R. República Argentina, 179 - Ponta Aguda, Blumenau",-26.9166721,-49.0634715,restaurant
Burger And Beyond,"R. Josepha Micheluzzi, 230 - Passo Manso, Blumenau",-26.9124716,-49.13842229999999,restaurant
Gulla's Bar,"R. Erwin Bugmann, N° 86 - Velha, Blumenau",-26.9143355,-49.1147631,restaurant
Casa Parmegianas,"R. dos Caçadores, 72 - Velha, Blumenau",-26.915399,-49.11007679999999,restaurant
Caminhos da Gula,"R. Dr. Antônio Hafner, 269 - Apto 304 - Água Verde, Blumenau",-26.9142961,-49.0997157,restaurant
Seven Truck,"R. Mal. Deodoro, 397 - Velha, Blumenau",-26.9155652,-49.0916377,restaurant
Macarronada Bonassoli,"R. Princesa Izabel, 245 - Velha, Blumenau",-26.9161438,-49.0892413,restaurant
Frühstück,"R. Dr. Léo de Carvalho, 74 - Velha, Blumenau",-26.9144767,-49.088037,restaurant
HANGOO Restaurante e Pizzaria,"R. Humberto de Campos, 337 - Velha, Blumenau",-26.9140469,-49.0829588,restaurant
Restaurante e pizzaria Varanda da Villa,"R. Humberto de Campos, 367 - Velha, Blumenau",-26.9141574,-49.0833162,restaurant
Restaurante Essen Platz,"R. Humberto de Campos, 77 - Centro, Blumenau",-26.9131381,-49.0805906,restaurant
Don Peppone Ristorante e Pizzeria,"R. 7 de Setembro, 2013 - Centro, Blumenau",-26.9150673,-49.0738658,restaurant
Choperia Bier Vila,"R. Alberto Stein, 199 - Sala 100 - Velha, Blumenau",-26.915679,-49.084601,restaurant
RESTAURANTE MAIS SABOR,"R. Bolívia, 209 - Ponta Aguda, Blumenau",-26.9153433,-49.0643974,restaurant
Pastelaria Rivas,"R. Johann Ohf, 859 - Água Verde, Blumenau",-26.9137616,-49.1335764,restaurant
Restaurante Comy”s & beby”s,"Rua Frei Estanislau Schaette, 833 - Água Verde, Blumenau",-26.9122607,-49.1005312,restaurant
Hotel St. John,"R. São Paulo, 3191 - Itoupava Seca, Blumenau",-26.8920737,-49.0847505,hotel
Hostel Tia Republic Fa,"R. Fides Deeke, 408 - Itoupava Seca, Blumenau",-26.8996845,-49.0843715,hotel
Banco Itaú - Agência 7134,"R. Dois de Setembro, 3520 - Itoupava Norte, Blumenau",-26.88233,-49.0850707,bank
Red Food Truck,"Rua Frei Estanislau Schaette, 676 - Água Verde, Blumenau",-26.9120606,-49.0992087,restaurant
Figueira Restaurante,"R. Mariana Bronnemann, 527 - Velha, Blumenau",-26.9119877,-49.08532899999999,restaurant
Brasileirinho Delivery,"R. 7 de Setembro, número 2511 - loja 1 - Centro, Blumenau",-26.91317,-49.078933,restaurant
Toscana Buffet,"R. 7 de Setembro, 2303 - Centro, Blumenau",-26.9139846,-49.0764746,restaurant
100% Free Cozinha Gourmet,"R. Victor Konder, 413 - Victor Konder, Blumenau",-26.9116256,-49.0755589,restaurant
TOPP BURGUER,"R. Guilherme Poerner, 1553 - Passo Manso, Blumenau",-26.908932,-49.1460181,restaurant
Hot Dog Do Xande,"R: Guilherme Poerner, N° 1120 - Passo Manso, Blumenau",-26.9086291,-49.1420961,restaurant
Lanchonete Primavera,"R. Guilherme Poerner, 1145 - Passo Manso, Blumenau",-26.9089432,-49.1423524,restaurant
Restaurante Oba OBa,"R. Guilherme Poerner, 756 - Passo Manso, Blumenau",-26.9086595,-49.1391664,restaurant
Restaurante Ferreira Comida Caseira Buffet Livre Marmitex,"R. Guilherme Poerner, 460 - Água Verde, Blumenau",-26.9084857,-49.1361412,restaurant
Gula's Natural Food Água Verde,"Rua General Osório, nº 2170 Anexo à ADHering - Água Verde, Blumenau",-26.9108854,-49.1153899,restaurant
Restaurante Sabor D' Casa,"R. Gen. Osório, 2000 - Velha, Blumenau",-26.9112452,-49.11350239999999,restaurant
Barbaros Na Grelha,"Rua Frei Estanislau Schaette, 1777 - Água Verde, Blumenau",-26.9106024,-49.1094055,restaurant
Restaurante Pão e Vinho,"R. Alferes Von Seckendorf, 186 - Água Verde, Blumenau",-26.9105946,-49.1011619,restaurant
fok assadao,"Rua Frei Estanislau Schaette, 484 - sala 3 - Água Verde, Blumenau",-26.9117522,-49.0971402,restaurant
Restaurante Oca,"Rua Frei Estanislau Schaette, 86 - Água Verde, Blumenau",-26.9108126,-49.0936209,restaurant
Food Garden Bnu,"R. Alm. Tamandaré, 845 - Vila Nova, Blumenau",-26.9115541,-49.0893099,restaurant
Galo's Restaurante,"R. Alm. Tamandaré, 1368 - Vila Nova, Blumenau",-26.9114957,-49.0871797,restaurant
Heimat Restaurante e Eventos,"R. Alberto Koffke, 354 - Centro, Blumenau",-26.9107155,-49.0771738,restaurant
Klanns Café e Restaurante,"R. São Paulo, 515 - Victor Konder, Blumenau",-26.9112496,-49.07216690000001,restaurant
Empório do Sabor Restaurante,"R. São Paulo, 652 - Victor Konder, Blumenau",-26.9101382,-49.0725369,restaurant
Restaurante NOVO Sabor,"R. 7 de Setembro, 840 - Centro, Blumenau",-26.9220168,-49.0652138,restaurant
Chronic Store,"Edifício Hering - R. Curt Hering, 154 - Sala 2 - Centro, Blumenau",-26.920939,-49.0644206,store
Eliane Neveste Store,"R. Silvano Cândido da Silva Sênior - Ponta Aguda, Blumenau",-26.9011901,-49.0335463,store
SCHOP STOP,"R. XV de Novembro, 878 - Centro, Blumenau",-26.9198105,-49.0649412,store
Forinc Store Blumenau,"R. Cap. Euclídes de Castro, 52 - Centro, Blumenau",-26.9204119,-49.065538,store
Dakini Store,"R. 7 de Setembro, 710 - Centro, Blumenau",-26.9225162,-49.0640537,store
Urologia,"Praca Mal Mascarenhas De Moraes, 217 - Ribeirão Fresco, Blumenau",-26.9268329,-49.0555909,hospital
Glaspark Blumenau Museum,"R. Rudolf Roedel, 233 - Salto Weissbach, Blumenau",-26.8927402,-49.120758,cool things to do
Mozart Fábrica de Cristais Ltda,"R. Bahia, 4253 - Salto Weissbach, Blumenau",-26.8880116,-49.1196283,tourist attractions
Doce Tempero,"R. Gen. Osório, 3300 - Água Verde, Blumenau",-26.9088764,-49.12576749999999,restaurant
Água Verde Lanches e Petiscos,"R. Gen. Osório, 3300 - Água Verde, Blumenau",-26.9088825,-49.1257742,restaurant
Rei dos Assados,"R. Gen. Osório, 2745 - Água Verde, Blumenau",-26.9097998,-49.1210403,restaurant
Slice Gourmet,"Água Verde, Blumenau",-26.9082346,-49.11549050000001,restaurant
Pepper Jack Restaurante,"R. Joinville, 148 - Vila Nova, Blumenau",-26.9079737,-49.0825559,restaurant
Manoosh - Sabores do Oriente.,"R. Joinville, 46 - Vila Nova, Blumenau",-26.9086269,-49.0818165,restaurant
Restaurante Oliveira,"R. Johann G. H. Hadlich, 560 - Passo Manso, Blumenau",-26.9049503,-49.1494709,restaurant
Restaurante Rota do Sabor,"R. Gen. Osório, 4127 - Água Verde, Blumenau",-26.9043928,-49.1324485,restaurant
Assadão do Trevo,"R. Gen. Osório, 3927 - Água Verde, Blumenau",-26.9064429,-49.13128560000001,restaurant
Nonna Francesca Restaurante,"R. Antônio da Veiga, 69 - Victor Konder, Blumenau",-26.9062615,-49.07673639999999,restaurant
Mortadella Ristorante & Pizzeria,"Av. Martin Luther, 1001 - Victor Konder, Blumenau",-26.9064095,-49.0743438,restaurant
Rosa Mexicano,"R. Carlos Rischbieter, 61 - Victor Konder, Blumenau",-26.907282,-49.07314909999999,restaurant
Restaurante Kisabor,"R. São Paulo, n° 764 - sala 02 - Victor Konder, Blumenau",-26.9099377,-49.0725832,restaurant
Eskinão Lanches,"R. Johann G. H. Hadlich, 272 - Passo Manso, Blumenau",-26.9027626,-49.1504742,restaurant
Motel Flirt,"R. Bernardo Scheidemantel, 4140 - Testo Salto, Blumenau",-26.8828874,-49.1477952,hotel
Stone Vale Europeu,"Werner duwe, N°: 361:, sala: 09 - Badenfurt, Blumenau",-26.8794009,-49.141853,bank
Elite Soluções Financeiras,"R. Tecla Maria Alfarth, N° 111 - Encano Baixo, Indaial",-26.8922378,-49.162836,bank
Âncora Consultoria e Contabilidade,"R. Alberto Manzke, 84 - Passo Manso, Blumenau",-26.8992374,-49.1545102,bank
Super Ferreira Badenfurt,"Rodovia BR 470 , 5392 - Badenfurt, Blumenau",-26.882208,-49.1413488,supermarket
Supermercado Reiter,"R. Johann G. H. Hadlich - Passo Manso, Blumenau",-26.9024092,-49.15046479999999,supermarket
Empório de Curto Prazo,"R. Werner Duwe, 197 - Badenfurt, Blumenau",-26.881201,-49.1418629,supermarket
Mini Market G W Schneider,"R. Luísa Inês Andrioli Vicentini, 104 - Passo Manso, Blumenau",-26.909592,-49.148066,supermarket
W.SHIRT,"R. Helene Ohf, 228 - Água Verde, Blumenau",-26.9072152,-49.1330561,store
GOODWAYS,"Rua: dos Imigrantes, 365 - Passo Manso, Blumenau",-26.9119923,-49.1490605,store
Limite Sul uniformes esportivos,"R. Água Branca, 1751 - Salto Weissbach, Blumenau",-26.8950578,-49.1281978,store
Jô Modas,"R. Guilherme Poerner, 1149 - Passo Manso, Blumenau",-26.9089352,-49.1418433,store
Flero,"R. Otto Scheidemantel, 150 - Salto Weissbach, Blumenau",-26.900656,-49.1401653,store
Pin Shopping,"R. Júlio Kloth, 180 - Água Verde, Blumenau",-26.9082945,-49.13326139999999,store
Bazar Beijinho,"R. Dr. Blumenau, 9290 - Galpão A - Encano, Indaial",-26.8914294,-49.1601448,store
Bistrô Pai D'égua,"R. Água Branca, 636 - Água Verde, Blumenau",-26.9041067,-49.1243346,restaurant
Saint Peter Restaurante,"R. Benjamin Constant, 2469 - Vila Nova, Blumenau",-26.9041502,-49.0934634,restaurant
Elô Gastronomia,"R. Benjamin Constant, 2597 - Vila Nova, Blumenau",-26.9043678,-49.0928686,restaurant
Green Life - Real Food,"R. Benjamin Constant, 2767 - Vila Nova, Blumenau",-26.9056084,-49.0921375,restaurant
Paladar Europeu,"R. das Missões, 845 - Ponta Aguda, Blumenau",-26.9060563,-49.0661767,restaurant
Quintal do Boteco,"R. Lorenz - Encano, Indaial",-26.9017571,-49.190989,restaurant
Tropikano's Food Truck,"R. Johann G. H. Hadlich, 67 - Passo Manso, Blumenau",-26.9008426,-49.1494789,restaurant
Pizzaria Pães e Pães,"R. Johann G. H. Hadlich, 168 - Passo Manso, Blumenau",-26.9018818,-49.15034720000001,restaurant
POINT HATSABAGA,"R. Bahia, 8330 - Passo Manso, Blumenau",-26.9001113,-49.14904960000001,restaurant
Choppasso,"R. Bahia, 8149 - Passo Manso, Blumenau",-26.9016004,-49.1486951,restaurant
Restaurante Beck,"R. Rodolfo Hansen, 77 - Passo Manso, Blumenau",-26.9014362,-49.14417110000001,restaurant
Smokebeer,"R. Rodolfo Hansen, 57 - Passo Manso, Blumenau",-26.9012822,-49.1438319,restaurant
T & T restaurante e lanchonete,"R. Gen. Osório, 4568 - Salto Weissbach, Blumenau",-26.901143,-49.1343933,restaurant
Badok - Restaurante !!!Almoço/ Marmitex e Delivery de lanches,"R. Alm. Barroso, 1302 - Vila Nova, Blumenau",-26.9034339,-49.0911863,restaurant
Ambrosia gastro pizza bar,"R. Alm. Barroso, 1051 - Vila Nova, Blumenau",-26.9025487,-49.089011,restaurant
Restaurante Kamer,"R. Alm. Barroso, 1087 - Vila Nova, Blumenau",-26.9026316,-49.0891471,restaurant
Nacho Man Blumenau - Restaurante Mexicano,"R. Joinville, 861 - Vila Nova, Blumenau",-26.9033551,-49.08748689999999,restaurant
Restaurante Staloch,"R. Joinville, 849 - Vila Nova, Blumenau",-26.9035127,-49.08738109999999,restaurant
Pousada da Alê,"R. Umuarama, 101 - Ponta Aguda, Blumenau",-26.9115515,-49.0604057,hotel
Assadão expresso,"R. Bahia, 7189 - Passo Manso, Blumenau",-26.8994792,-49.1405234,restaurant
Don Gosto marmitaria,"R. Bahia, 7131 - Passo Manso, Blumenau",-26.8994679,-49.14043419999999,restaurant
Motel em Blumenau - CHALÉ MOTEL - Indaial,"R. Wanda Zils, 134 - Badenfurt, Blumenau",-26.8809641,-49.1601195,hotel
Intervalor Cobrança Gestão de Crédito e Call Center,Rua Werner Siemens 111 - GALPAO 25,-26.8638262,-49.1525712,bank
Supermercado Coripós,"Badenfurt, Blumenau",-26.8763538,-49.1449643,supermarket
GARCIA Supermercados,"R. Philipp Bauler, 2021 - Itoupavazinha, Blumenau",-26.8557287,-49.1331932,supermarket
Mercado JARDIM 2,"R. Mário Fossa - Badenfurt, Blumenau",-26.8785421,-49.1490652,supermarket
SUPERMERCADO ESTRELA,"R. Philipp Bauler, 745 - Testo Salto, Blumenau",-26.8628414,-49.1374499,supermarket
Mercado Nv,"R. Christiano Karsten, 1 - T Salto, Blumenau",-26.8519522,-49.1354408,supermarket
Mini Mercado Bauler,"R. Werner Duwe, 2011 - Testo Salto, Blumenau",-26.8665063,-49.1451098,supermarket
Super Mercado Irmaos JC,"R. Campo Mourão, 180 - Testo Salto, Blumenau",-26.8548449,-49.1395687,supermarket
Mercado Tatuzinho.,"R. Manoel José Sgrott, 130 - Badenfurt, Blumenau",-26.8758584,-49.1437359,supermarket
Coisas do Pará,"R. Carlos Kretz, 66 - Badenfurt, Blumenau",-26.8784124,-49.1348386,supermarket
MERCADO E PADARIA NINA,"1266, R. Philipp Bauler, 1240 - Testo Salto, Blumenau",-26.8597474,-49.1374562,supermarket
Fifo Itoupavazinha,"R. Philipp Bauler, 2060 - Testo Salto, Blumenau",-26.8558803,-49.1326519,supermarket
Blufloss Am bom preço,"R. Paulina Wagner, 81 - Badenfurt, Blumenau",-26.87584,-49.1397979,supermarket
Am Pm,"BR-470, 5500 - Badenfurt, Blumenau",-26.8819762,-49.1402356,store
MAREZIA_STORE,"R. Cravo Branco, 33 - Testo Salto, Blumenau",-26.8598155,-49.13802099999999,store
May Candy Store,"R. Lorenz Kretz, 146 - Badenfurt, Blumenau",-26.8734005,-49.1394986,store
Via Luce Store,"R. Werner Duwe, 548 - Badenfurt, Blumenau",-26.877619,-49.1408618,store
SVK Store | Loja de Fábrica,"R. Bahia, 4333 - Salto Weissbach, Blumenau",-26.8885625,-49.11998999999999,store
Pink Madame,"R. Alfredo Postai, 45 - Salto Norte, Blumenau",-26.8701229,-49.12179640000001,store
Profissional Baterias,"R. Bahia, 4332 - Salto Weissbach, Blumenau",-26.8881392,-49.1203178,store
Badenfurt Auto Peças,ROD. BR 470 KM 61 N°7208 - Badenfurt,-26.8817178,-49.1590099,store
Clube tabacaria vip,"BR-470 - Badenfurt, Blumenau",-26.882739,-49.1538451,store
Dondoka Moda Store,"R. Philipp Bauler, 865 - Testo Salto, Blumenau",-26.862281,-49.1368058,store
Cotton Brands,"BR-470, 6065 - Badenfurt, Blumenau",-26.8847635,-49.1479635,store
Revoada outfit,"R. Johann Sachse, 2415 - Salto Norte, Blumenau",-26.8652864,-49.1221611,store
Outlet Hedrons,"Km 57 3539 Rodovia BR-470 - Badenfurt, Blumenau",-26.8768234,-49.1244926,store
Ms7 auto peças,"R. Werner Duwe, 490 - Testo Salto, Blumenau",-26.8782972,-49.1409485,store
Thuy kids brinquedos,"R. Sido Reiter - Badenfurt, Blumenau",-26.8898054,-49.1413231,store
Puffs Blumenau,"R. Lorenz Kretz, 146 - Badenfurt, Blumenau",-26.8734726,-49.1394649,store
