Nome,Endereço,Latitude,Longitude
Hostel Dog,"R. Lindolf Bell, 88 - Praia dos Amores, Balneário Camboriú - SC, 88331-430",-26.957069859422354, -48.63795423947594
Portal da Brava Residencial,"Av. do Estado Dalmo Vieira, 165 - Praia dos Amores, Balneário Camboriú - SC, 88331-490",-26.957403539928382, -48.63917348223831
Posto Petrobras,"Posto, Av. do Estado Dalmo Vieira, 133 - Praia dos Amores, Balneário Camboriú - SC, 88331-490",-26.95715558406284, -48.63921794995702
JSD Auto El�trica e Mecânica Praia Brava,"Avenida do Estado - 133 Esquina Rua Fernando de Azevedo - Praia dos Amores, Balneário Camboriú - SC, 88331-490",-26.957016396704592, -48.639131082788715
Postos SONHO MEU Brava,"Av. do Estado Dalmo Vieira, 133 - Praia dos Amores, Balneário Camboriú - SC, 88338-491",-26.957093825454912, -48.63902249882832
Killer Burger,"Av. do Estado Dalmo Vieira, 133 - Praia dos Amores, Balneário Camboriú - SC, 88331-490",-26.956891585086872, -48.63909827999003
Nobby Distribuidora de Espumantes e Vinhos,"R. Lindolf Bell, 80 - Praia dos Amores, Balneário Camboriú - SC, 88331-438",-26.957196409277742, -48.6387428872963
Painel Solar - Centro Solar, revenda Intelbras,"R. José Watzko, 80 - Praia dos Amores, Balneário Camboriú - SC, 88331-438",-26.957059537339944, -48.63853836886071
BRAVA SQUASH FIT,"R. José Watzko, 50 - Praia dos Amores, Balneário Camboriú - SC, 88331-438",-26.95701530794529, -48.63858195475678
Borracharia,"Av. do Estado Dalmo Vieira, 137 - Praia dos Amores, Balneário Camboriú - SC, 88331-490",-26.9568939758681, -48.63863559893656
Brava Artes Marciais,"R. Lindolf Bell, 40 - Praia dos Amores, Balneário Camboriú - SC, 88331-438",-26.956892780477528, -48.63868589035511
Felissimo Exclusive Hotel,"R. Lindolf Bell, 201 - Praia dos Amores, Balneário Camboriú - SC, 88331-430",-26.956903104622825, -48.63707998228669
Felissimo,"R. Lindolf Bell, 201 - Praia dos Amores, Balneário Camboriú - SC, 88331-430",-26.956788668431578, -48.637377422002835
Disk Menu Almo�os Delivery,"Rua Alles Blau, 194 - Praia dos Amores, Balneário Camboriú - SC, 88331-430",-26.956801462545524, -48.63778171673307
Piazentin Advogados / Propriedade Intelectual / Direito autoral / registro de marca,"R. Cruz e Souza - Praia dos Amores, Balneário Camboriú - SC, 88331-420",-26.956496187373055, -48.63765741804493
LOTE84,"R. Cruz e Souza, 84 - Praia dos Amores, Balneário Camboriú - SC",-26.956488417307305, -48.6377338610045
Wishbox Technologies,"R. Fernando Azevedo, 100 - Galp�o 3 - Praia dos Amores, Balneário Camboriú - SC, 88331-480",-26.956758318056302, -48.63850604681358
Nélio Car Detailer Estética Automotiva Martelinho de Ouro,"R. Fernando Azevedo, 100 - Praia dos Amores, Balneário Camboriú - SC, 88331-438",-26.956683606030335, -48.63874610452026
Oficina WPS Customs - Mecânica e Pintura Automotiva,"R. Fernando Azevedo, n 100 - Praia dos Amores, Balneário Camboriú - SC, 88331-480",-26.956627422554778, -48.63878767875959
Turiscoll Turismo Collet,"R. Fernando Azevedo, 100 - Praia dos Amores, Balneário Camboriú - SC, 88331-480",-26.956573032142167, -48.63866027383262
WPS Water Print Store,"R. Fernando Azevedo, 100 - Praia dos Amores, Balneário Camboriú - SC, 88331-480",-26.95653059564442, -48.638547621051686
Residencial Serenata,"R. Rachel de Queiroz, 263 - Praia dos Amores, Balneário Camboriú - SC, 88331-415",-26.95625900189927, -48.636791730989934
Velocità Officina di Bici,"R. Rachel de Queiroz, 333 - Praia dos Amores, Balneário Camboriú - SC, 88331-415",-26.956119715856055, -48.63783548667517
Maria Sem Pelo,"Av. Carlos Drummond de Andrade, 797 - Praia dos Amores, Balneário Camboriú - SC, 88331-480",-26.9557810118258, -48.63784477068927
Absoluta Construtora e incorporadora,"Avenida Carlos Drummond de Andrade, 813 Rua Anthurium 31, Praia Brava - Praia dos Amores, Balneário Camboriú - SC, 88331-410",-26.955857517552055, -48.637841417927305
Daterra Butique,"Av. Carlos Drummond de Andrade, 655 - Praia dos Amores, Balneário Camboriú - SC, 88331-410",-26.955929448787586, -48.63639667948369
Henrique & Ana Strehl Centro Comercial,"Av. Carlos Drummond de Andrade, 631 - Praia dos Amores, Balneário Camboriú - SC, 88331-410",-26.955921678682106, -48.63628469725839
LCZ Lareiras Santa Catarina,"Av. Carlos Drummond de Andrade, 655 - Praia dos Amores, Balneário Camboriú - SC, 88331-410",-26.955921080981675, -48.636382597886495
Zaitt (BC Brava),"Av. Carlos Drummond de Andrade, 631 - Sala 03 - Praia dos Amores, Balneário Camboriú - SC, 88331-410",-26.95595036829966, -48.63631554266177
Frete Balneário Litoral e Vale do Itajaí,"Avenida Carlos Drummond - Avenida Brasil - Rua, Av Santa Catarina, 3100 - Praia Brava, Itajaí - SC, 88306-730",-26.955973080908382, -48.636165338958385
Giuseppe Massas,"Av. Carlos Drummond de Andrade, 631 - 7 - Praia dos Amores, Balneário Camboriú - SC, 88331-410",-26.95603823020796, -48.636114376987585
Black Box Coffee,"Av. Carlos Drummond de Andrade, 631 - Praia dos Amores, Balneário Camboriú - SC, 88331-410",-26.955972483208203, -48.636102977599386
